movieId,Date,Time
296,2017-06-26,05:54:44
296,2017-06-26,05:52:18
296,2017-06-26,05:52:44
296,2017-06-26,05:54:06
296,2017-06-26,05:55:02
296,2017-06-26,05:56:35
296,2017-06-26,05:56:37
296,2017-06-26,05:56:39
296,2017-06-26,05:56:41
296,2017-06-26,05:54:12
296,2017-06-26,05:56:43
296,2017-06-26,05:53:44
296,2017-06-26,05:55:03
296,2017-06-26,05:53:37
296,2017-06-26,05:54:02
296,2017-06-26,05:58:02
296,2017-06-26,05:56:50
296,2017-06-26,05:52:22
296,2017-06-26,05:56:52
296,2017-06-26,05:56:54
296,2017-06-26,05:56:55
296,2017-06-26,05:56:57
296,2017-06-26,05:56:58
296,2017-06-26,05:53:59
296,2017-06-26,05:57:00
296,2017-06-26,05:58:14
296,2017-06-26,05:52:55
296,2017-06-26,05:53:18
296,2017-06-26,05:52:34
296,2017-06-26,05:58:00
296,2017-06-26,05:52:38
296,2017-06-26,05:57:18
296,2017-06-26,05:53:35
296,2017-06-26,05:55:39
296,2017-06-26,05:57:19
296,2017-06-26,05:52:50
296,2017-06-26,05:57:21
296,2017-06-26,05:54:36
296,2017-06-26,05:57:22
296,2017-06-26,05:53:54
296,2017-06-26,05:52:27
296,2017-06-26,05:52:46
296,2017-06-26,05:53:57
300,2006-01-14,02:39:36
307,2006-01-14,01:44:47
308,2006-01-14,02:47:07
308,2018-05-02,19:03:18
316,2006-01-24,21:21:13
317,2006-01-16,01:14:07
318,2006-01-14,02:17:40
318,2006-01-13,19:39:31
318,2006-01-14,02:17:44
318,2009-06-09,16:47:56
326,2006-01-14,01:23:17
329,2006-01-14,02:41:31
337,2006-01-14,02:47:08
338,2006-01-16,01:41:02
339,2006-01-24,21:23:01
342,2006-01-24,21:19:53
342,2006-01-24,21:19:53
345,2006-01-23,18:19:41
345,2006-01-23,18:19:41
345,2006-01-23,18:19:41
349,2006-01-13,19:36:01
350,2006-01-16,01:38:02
351,2006-01-16,01:13:28
356,2006-01-16,01:38:39
356,2006-01-16,01:38:39
356,2015-02-24,04:57:46
356,2015-02-24,04:57:46
356,2015-02-24,04:57:46
356,2018-05-02,18:59:05
356,2018-05-02,18:58:57
356,2018-05-02,18:59:01
356,2018-05-02,18:58:59
357,2006-01-16,01:38:47
361,2006-01-24,21:19:11
363,2006-01-14,01:28:43
363,2006-01-14,01:28:43
364,2016-04-22,19:04:58
364,2016-04-22,19:05:08
364,2016-04-22,19:05:19
364,2016-03-13,05:04:57
364,2006-01-13,19:35:59
371,2006-01-16,01:40:29
377,2006-01-14,02:41:16
380,2006-01-14,02:47:06
381,2006-01-16,01:30:43
410,2018-05-06,19:56:47
410,2018-05-06,19:58:05
410,2018-05-06,19:57:02
410,2018-05-06,19:56:50
410,2018-05-06,19:58:28
410,2018-05-06,19:56:49
412,2006-01-13,19:47:13
413,2007-08-08,16:00:56
421,2006-01-23,18:20:15
425,2006-01-23,18:20:34
425,2006-01-23,18:20:34
431,2016-05-01,21:39:25
431,2016-05-01,21:39:09
431,2016-05-01,21:39:15
440,2006-01-13,22:28:49
454,2006-01-13,19:47:38
457,2006-01-20,19:18:37
471,2006-01-16,01:39:07
474,2006-01-24,21:19:03
475,2006-01-13,19:47:57
477,2006-01-24,21:22:56
480,2006-01-14,01:42:01
488,2006-01-16,01:39:30
488,2006-01-16,01:39:30
497,2006-01-13,19:39:03
500,2006-01-16,01:29:19
500,2006-01-16,01:29:21
500,2006-01-16,01:29:27
508,2006-01-16,01:40:34
513,2006-01-24,21:20:37
513,2006-01-24,21:20:37
515,2006-01-14,01:36:39
515,2006-01-14,01:36:39
516,2006-01-16,01:17:30
522,2006-01-24,21:21:00
522,2006-01-24,21:21:00
522,2006-01-24,21:21:00
524,2006-01-16,01:30:02
527,2006-03-27,02:01:35
527,2016-03-13,20:30:41
527,2006-01-13,19:36:10
527,2015-02-17,03:01:12
527,2015-02-17,03:01:52
527,2015-02-17,03:01:53
527,2015-02-17,03:01:50
529,2006-01-13,19:48:25
531,2006-01-14,01:24:56
534,2006-01-13,19:39:23
535,2006-01-14,02:41:11
538,2006-01-24,21:21:05
539,2006-01-14,01:44:01
540,2007-08-08,16:01:37
541,2016-03-13,20:28:38
541,2006-01-16,01:37:44
541,2010-01-06,16:36:04
541,2010-01-06,16:36:09
541,2010-01-06,16:36:08
541,2010-01-06,16:36:10
541,2010-01-06,16:36:12
541,2010-01-06,16:36:18
541,2010-01-06,16:36:16
541,2018-05-02,18:43:10
541,2018-05-02,18:43:08
541,2018-05-02,18:43:03
541,2018-05-02,18:43:06
543,2006-01-14,01:44:17
551,2006-01-16,01:40:15
551,2006-01-16,01:40:15
552,2006-02-04,09:37:05
556,2006-01-16,01:41:06
562,2006-01-14,02:47:07
586,2006-01-16,01:16:22
587,2006-01-13,19:35:51
588,2006-01-13,19:36:11
589,2016-03-13,04:54:14
589,2016-03-13,04:54:01
589,2016-03-13,04:54:21
589,2016-03-13,04:54:07
589,2016-03-13,04:54:24
589,2016-03-13,04:54:03
589,2006-01-14,02:41:57
589,2008-01-24,09:21:14
590,2006-01-13,19:36:16
590,2006-01-13,19:36:16
592,2006-01-14,02:36:04
593,2006-01-13,19:36:22
593,2009-05-04,00:19:19
593,2009-05-04,00:19:51
593,2009-05-04,00:19:38
593,2009-05-04,00:19:27
593,2009-05-04,00:19:49
594,2006-01-16,01:40:48
595,2006-01-13,19:36:03
596,2006-01-16,01:17:04
597,2006-01-14,02:38:44
608,2016-03-13,20:28:02
608,2016-03-13,20:27:50
608,2016-03-13,20:27:57
608,2016-03-13,20:27:45
608,2006-01-13,19:36:08
616,2006-01-23,18:20:01
628,2016-03-13,04:36:14
628,2016-03-13,04:36:16
628,2016-03-13,04:36:22
628,2016-03-13,04:36:20
628,2016-03-13,04:36:11
628,2006-01-16,01:44:44
638,2006-01-16,01:43:18
647,2006-01-16,01:41:58
648,2006-01-24,21:19:44
668,2006-01-24,21:20:07
670,2006-01-13,19:42:00
671,2006-01-24,21:19:57
673,2006-01-16,01:12:58
707,2007-08-08,16:01:42
708,2006-01-14,01:45:07
720,2006-01-14,02:47:08
728,2006-01-14,01:28:16
733,2006-01-14,02:40:18
733,2009-05-10,07:00:58
733,2009-05-10,07:00:53
736,2006-01-13,19:36:00
745,2006-01-14,02:47:07
748,2006-01-24,21:23:40
750,2013-04-23,00:14:04
750,2006-01-14,01:41:28
750,2009-05-16,17:29:19
750,2009-05-16,17:29:13
750,2009-05-16,17:29:11
750,2006-10-04,16:47:36
750,2006-10-04,16:47:36
750,2018-05-02,19:02:07
750,2018-05-02,19:02:04
750,2018-05-02,19:02:09
778,2010-02-17,12:11:50
778,2010-02-17,12:11:47
778,2010-02-17,12:11:43
778,2006-01-13,22:31:30
780,2006-01-14,02:36:21
800,2006-01-14,01:26:14
805,2006-01-16,01:46:09
818,2006-01-16,01:46:36
830,2006-01-16,01:15:23
832,2006-01-16,01:17:22
832,2010-03-29,03:17:16
832,2010-03-29,03:17:13
832,2010-03-29,03:17:09
836,2007-08-08,16:02:24
838,2006-01-16,01:42:28
852,2006-01-16,01:17:42
858,2006-01-13,19:35:55
892,2006-01-16,01:46:28
898,2006-01-14,02:38:42
899,2006-01-13,19:48:33
900,2006-01-24,21:23:29
902,2006-01-24,21:24:09
903,2006-01-14,02:20:55
903,2009-05-17,16:18:45
903,2009-05-17,16:18:55
903,2009-05-17,16:18:37
903,2009-05-17,16:18:32
904,2006-01-14,02:39:40
904,2009-05-17,16:17:57
904,2009-05-17,16:17:36
904,2009-05-17,16:17:44
904,2009-05-17,16:17:48
904,2009-05-17,16:17:50
905,2006-01-14,01:34:59
906,2006-01-13,22:27:11
907,2006-01-16,01:43:00
908,2006-01-24,21:26:08
908,2009-05-17,16:18:17
908,2009-05-17,16:18:20
909,2006-01-14,02:36:02
910,2006-01-13,22:31:21
911,2006-01-26,20:19:40
912,2006-01-14,01:31:59
913,2006-01-14,02:37:09
914,2006-01-14,01:42:53
915,2006-01-14,02:40:49
916,2006-01-14,02:40:29
916,2006-01-14,02:40:29
918,2006-01-24,21:25:49
919,2006-01-14,02:21:10
919,2006-01-14,02:21:10
920,2006-01-16,01:15:45
921,2006-01-16,01:44:17
922,2006-01-14,02:56:46
922,2009-06-15,01:41:38
922,2009-06-15,01:41:29
923,2006-01-14,01:41:08
924,2006-01-15,23:33:55
924,2006-01-15,23:33:55
924,2017-06-26,05:59:43
924,2017-06-26,06:00:22
924,2017-06-26,05:59:46
924,2017-06-26,05:59:12
924,2017-06-26,05:59:17
924,2017-06-26,05:59:26
924,2017-06-26,05:59:34
924,2017-06-26,05:59:53
924,2017-06-26,05:59:39
924,2017-06-26,05:59:31
924,2017-06-26,06:00:11
924,2017-06-26,05:59:30
924,2017-06-26,05:59:36
924,2017-06-26,06:00:04
924,2017-06-26,05:59:22
924,2017-06-26,05:59:28
924,2017-06-26,05:59:33
924,2017-06-26,06:00:02
924,2017-06-26,05:59:51
924,2017-06-26,06:00:13
924,2017-06-26,05:59:19
924,2017-06-26,05:59:58
924,2017-06-26,05:59:54
924,2017-06-26,05:59:41
924,2017-06-26,05:59:11
924,2017-06-26,05:59:56
924,2017-06-26,05:59:25
924,2017-06-26,06:00:06
924,2017-06-26,05:59:45
924,2017-06-26,05:59:16
924,2017-06-26,05:59:50
924,2017-06-26,05:59:48
924,2017-06-26,05:59:14
924,2017-06-26,06:00:25
924,2017-06-26,05:59:23
924,2017-06-26,06:00:27
924,2017-06-26,06:00:14
924,2017-06-26,05:59:59
924,2017-06-26,05:59:20
926,2006-01-14,01:40:21
927,2006-01-15,23:35:40
928,2006-01-14,01:36:30
929,2006-02-20,13:24:47
929,2006-02-20,13:24:47
929,2006-02-20,13:24:47
930,2006-01-14,02:50:35
931,2006-01-24,21:26:39
934,2006-01-16,01:42:47
936,2006-01-17,18:07:08
936,2006-01-17,18:07:08
938,2006-01-16,01:28:57
940,2006-01-24,21:23:18
941,2006-01-24,21:25:43
943,2006-01-26,20:21:18
944,2006-01-14,02:50:08
945,2006-01-13,19:41:41
947,2006-01-17,18:04:56
947,2006-01-17,18:04:56
947,2006-01-17,18:05:03
948,2006-01-14,02:48:58
950,2006-01-14,01:09:54
951,2006-01-14,01:41:46
952,2006-01-16,01:41:25
953,2006-01-24,21:25:27
954,2006-01-14,01:42:36
955,2006-01-15,23:34:12
955,2006-01-15,23:34:12
956,2006-01-14,02:50:58
965,2006-01-14,02:47:41
968,2006-01-13,19:49:47
969,2006-01-14,01:30:49
970,2006-01-26,20:19:30
971,2006-01-24,21:24:30
973,2006-01-26,20:22:36
976,2006-01-16,01:42:42
986,2006-01-13,19:49:15
991,2006-01-16,01:43:41
994,2006-01-24,21:23:52
1006,2006-01-24,21:24:40
1006,2006-01-24,21:24:40
1010,2006-01-16,01:43:29
1010,2006-01-16,01:43:29
1013,2006-01-16,01:44:24
1022,2006-01-13,19:49:09
1025,2006-01-16,01:45:59
1025,2006-01-16,01:45:59
1028,2006-01-16,01:43:35
1028,2006-01-16,01:43:35
1029,2006-01-16,01:42:21
1030,2006-01-16,01:16:59
1032,2006-01-16,01:14:33
1033,2006-01-14,01:41:40
1035,2006-01-13,19:39:39
1041,2006-01-14,01:17:43
1042,2006-01-14,01:44:30
1059,2012-09-26,02:40:35
1059,2012-09-26,02:40:33
1059,2012-09-26,02:41:04
1059,2012-09-26,02:40:43
1059,2006-01-13,19:41:53
1066,2006-01-13,19:50:30
1068,2006-01-26,20:20:51
1076,2006-01-17,18:09:54
1079,2006-01-14,01:41:35
1080,2006-01-16,01:44:01
1080,2006-01-16,01:44:01
1080,2006-01-16,01:44:01
1081,2006-01-24,21:26:53
1082,2006-01-24,21:24:21
1084,2006-01-24,21:24:04
1084,2006-01-24,21:24:04
1088,2006-01-26,20:20:56
1088,2006-01-26,20:20:56
1089,2016-03-13,04:52:19
1089,2016-03-13,04:52:22
1089,2016-03-13,04:52:09
1089,2016-03-13,04:52:17
1089,2006-01-14,02:51:40
1089,2006-01-14,02:51:40
1089,2009-05-16,17:28:03
1089,2009-05-16,17:27:59
1089,2009-05-16,17:27:54
1089,2009-05-16,17:28:16
1089,2009-05-16,17:28:07
1090,2006-01-24,21:26:30
1093,2006-01-16,01:42:16
1093,2006-01-16,01:42:16
1093,2006-01-16,01:42:16
1096,2006-01-16,01:30:15
1097,2006-01-17,18:06:44
1101,2006-03-27,02:00:46
1101,2006-01-24,21:26:44
1103,2006-01-14,02:51:28
1103,2006-01-14,02:51:28
1104,2006-01-14,02:52:26
1120,2016-03-13,05:05:58
1124,2006-01-14,02:50:41
1125,2006-01-16,01:44:58
1135,2006-01-16,01:17:13
1136,2016-03-13,20:38:18
1136,2016-03-13,20:38:16
1136,2006-01-14,01:42:29
1136,2006-01-14,01:42:29
1147,2006-01-14,01:11:33
1147,2006-01-14,01:11:33
1148,2006-01-15,23:35:33
1171,2006-01-13,19:48:58
1177,2006-01-13,22:27:08
1178,2006-01-17,18:06:09
1178,2006-01-17,18:06:09
1179,2006-01-26,20:21:23
1183,2006-01-16,01:15:03
1185,2006-01-14,01:10:55
1187,2006-01-14,02:50:53
1188,2006-01-14,01:37:29
1188,2006-01-14,01:37:29
1189,2006-01-14,01:12:13
1189,2006-01-14,01:12:13
1193,2016-03-13,04:34:48
1193,2016-03-13,04:34:44
1193,2006-01-24,21:26:25
1196,2006-01-14,01:37:19
1196,2006-01-14,02:17:57
1196,2006-01-14,02:17:55
1196,2010-01-06,16:36:46
1196,2010-01-06,16:36:33
1196,2010-01-06,16:36:32
1196,2010-01-06,16:36:55
1196,2010-01-06,16:36:48
1196,2010-01-06,16:36:37
1196,2010-01-06,16:36:40
1197,2006-01-14,01:43:19
1197,2006-01-14,01:43:19
1198,2016-03-13,20:32:09
1198,2016-03-13,20:37:44
1198,2016-03-13,20:32:12
1198,2016-03-13,20:37:46
1198,2016-03-13,20:37:51
1198,2006-01-20,19:14:56
1198,2006-01-14,02:51:06
1198,2006-01-14,02:51:04
1200,2016-03-13,20:34:18
1200,2016-03-13,20:34:12
1200,2016-03-13,20:34:25
1200,2016-03-13,20:34:05
1200,2016-03-13,20:34:21
1200,2016-03-13,20:34:34
1200,2016-03-13,20:34:29
1200,2016-03-13,20:34:16
1200,2006-01-24,21:23:21
1201,2006-01-24,21:25:12
1203,2006-01-14,02:47:25
1203,2018-05-02,17:54:12
1203,2018-05-02,17:53:30
1203,2018-05-02,17:54:18
1203,2018-05-02,17:53:25
1203,2018-05-02,17:53:32
1203,2018-05-02,17:53:56
1203,2018-05-02,17:53:51
1203,2018-05-02,17:53:27
1204,2006-01-14,02:49:57
1206,2006-01-24,21:24:49
1207,2006-01-13,22:32:22
1207,2006-01-13,22:32:22
1208,2006-01-24,21:23:36
1209,2006-01-24,21:26:16
1210,2006-01-14,02:52:07
1210,2006-01-14,02:52:07
1210,2006-01-14,02:52:07
1212,2006-01-14,01:11:07
1212,2006-03-30,01:51:40
1212,2006-03-30,01:51:40
1213,2006-01-24,21:25:20
1214,2006-01-20,14:10:34
1217,2006-01-14,02:51:17
1219,2016-03-13,20:54:15
1219,2016-03-13,20:54:19
1219,2016-03-13,20:54:12
1219,2016-03-13,20:54:21
1219,2006-01-14,01:43:48
1219,2009-05-17,16:19:13
1219,2009-05-17,16:19:33
1219,2009-05-17,16:19:21
1219,2009-05-17,16:19:25
1220,2006-01-16,01:41:45
1221,2016-04-26,19:35:06
1221,2016-04-26,19:35:03
1221,2006-01-13,19:37:46
1222,2006-01-13,19:49:21
1222,2009-05-16,17:28:45
1223,2006-01-14,02:21:01
1224,2006-01-13,19:49:38
1225,2006-01-13,19:40:47
1225,2006-01-13,19:40:47
1228,2006-01-16,01:44:51
1230,2006-01-14,02:47:52
1231,2006-01-13,19:50:02
1231,2006-01-14,02:51:44
1233,2006-01-24,21:23:55
1234,2006-01-17,18:03:18
1235,2006-01-14,02:49:21
1237,2006-01-16,01:30:08
1237,2006-01-16,01:30:08
1237,2018-05-02,18:42:06
1237,2018-05-02,18:42:16
1237,2018-05-02,18:42:03
1237,2018-05-02,18:42:24
1237,2018-05-02,18:42:18
1240,2016-03-13,20:35:08
1240,2016-03-13,20:35:13
1240,2016-03-13,20:35:05
1240,2016-03-13,20:35:02
1240,2016-03-13,20:35:22
1240,2016-03-13,20:35:19
1240,2016-03-13,20:35:00
1240,2006-01-15,23:34:48
1242,2006-01-13,19:41:12
1243,2006-01-13,19:50:15
1244,2006-01-26,20:21:44
1245,2006-01-16,01:43:52
1246,2006-02-04,09:52:48
1246,2006-01-13,22:28:54
1247,2006-01-13,19:38:04
1249,2006-01-24,21:24:59
1250,2006-01-14,02:48:11
1252,2006-01-17,18:04:40
1253,2006-01-14,02:48:30
1254,2006-01-14,01:44:54
1257,2006-01-16,01:41:38
1258,2016-03-13,04:29:04
1258,2016-03-13,04:29:07
1258,2016-03-13,04:29:12
1258,2016-03-13,04:29:00
1258,2016-03-13,04:29:14
1258,2016-03-13,04:29:02
1258,2016-03-13,04:28:58
1258,2016-03-13,04:29:21
1258,2006-01-13,19:50:24
1259,2006-01-13,19:50:38
1260,2006-01-14,02:50:17
1260,2018-05-02,18:27:29
1260,2018-05-02,18:27:41
1260,2018-05-02,18:27:47
1260,2018-05-02,18:27:45
