MovieId,Title,Genres,Year,imdbId,tmdbId,Average Rating,Number of Ratings
141,"Birdcage, The",Comedy,1996,115685,11000,3.49419,86
144,"Brothers McMullen, The",Comedy,1995,112585,16388,3.33333,12
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995,112442,9737,3.2451,51
146,"Amazing Panda Adventure, The",Adventure|Children,1995,112342,30765,3.33333,3
147,"Basketball Diaries, The",Drama,1995,112461,10474,3.46667,15
148,"Awfully Big Adventure, An",Drama,1995,112427,22279,5,1
149,Amateur,Crime|Drama|Thriller,1994,109093,30157,2,1
150,Apollo 13,Adventure|Drama|IMAX,1995,112384,568,3.84577,201
151,Rob Roy,Action|Drama|Romance|War,1995,114287,11780,3.54545,44
152,"Addiction, The",Drama|Horror,1995,112288,34996,1.5,2
153,Batman Forever,Action|Adventure|Comedy|Crime,1995,112462,414,2.91606,137
154,Beauty of the Day (Belle de jour),Drama,1967,61395,649,3.875,12
155,Beyond Rangoon,Adventure|Drama|War,1995,112495,1873,2.41667,6
156,Blue in the Face,Comedy|Drama,1995,112541,5894,3.33333,3
157,Canadian Bacon,Comedy|War,1995,109370,1775,2.86364,11
158,Casper,Adventure|Children,1995,112642,8839,2.80645,62
159,Clockers,Crime|Drama|Mystery,1995,112688,20649,2.89286,14
160,Congo,Action|Adventure|Mystery|Sci-Fi,1995,112715,10329,2.87719,57
161,Crimson Tide,Drama|Thriller|War,1995,112740,8963,3.63592,103
162,Crumb,Documentary,1994,109508,26564,4.20588,17
163,Desperado,Action|Romance|Western,1995,112851,8068,3.56061,66
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995,112857,8512,3.32143,14
165,Die Hard: With a Vengeance,Action|Crime|Thriller,1995,112864,1572,3.55556,144
166,"Doom Generation, The",Comedy|Crime|Drama,1995,112887,13552,2.83333,3
168,First Knight,Action|Drama|Romance,1995,113071,6520,3.08333,54
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995,113114,9073,2.4,10
170,Hackers,Action|Adventure|Crime|Thriller,1995,113243,10428,3.22857,35
171,Jeffrey,Comedy|Drama,1995,113464,17447,3.83333,6
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995,113481,9886,2.67925,53
173,Judge Dredd,Action|Crime|Sci-Fi,1995,113492,9482,2.66935,62
174,Jury Duty,Comedy,1995,113500,19326,2.7,10
175,Kids,Drama,1995,113540,9344,3.975,20
176,Living in Oblivion,Comedy,1995,113677,9071,4.30769,13
177,Lord of Illusions,Horror,1995,113690,8973,2.75,8
178,Love & Human Remains,Comedy|Drama,1993,107447,15730,1,1
179,Mad Love,Drama|Romance,1995,113729,47608,1.5,2
180,Mallrats,Comedy|Romance,1995,113749,2293,3.40278,36
181,Mighty Morphin Power Rangers: The Movie,Action|Children,1995,113820,9070,2.26471,17
183,Mute Witness,Comedy|Horror|Thriller,1994,110604,48787,3.5,2
184,Nadja,Drama,1994,110620,34574,3.5,2
185,"Net, The",Action|Crime|Thriller,1995,113957,1642,3.04018,112
186,Nine Months,Comedy|Romance,1995,113986,11472,2.82292,48
187,Party Girl,Comedy,1995,114095,36196,4.125,4
188,"Prophecy, The",Fantasy|Horror|Mystery,1995,114194,11980,3.45833,12
189,Reckless,Comedy|Fantasy,1995,114241,58372,3,1
190,Safe,Thriller,1995,114323,32646,2.8,5
191,"Scarlet Letter, The",Drama|Romance,1995,114345,10533,2.41667,6
193,Showgirls,Drama,1995,114436,10802,2.47143,35
194,Smoke,Comedy|Drama,1995,114478,10149,3.66667,18
195,Something to Talk About,Comedy|Drama|Romance,1995,114496,18402,3.1,10
196,Species,Horror|Sci-Fi,1995,114508,9348,2.66667,45
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,114558,281,3.25,28
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,1964,58450,5967,4.125,4
201,Three Wishes,Drama|Fantasy,1995,114663,47939,3,1
202,Total Eclipse,Drama|Romance,1995,114702,36834,3,1
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995,114682,9090,3.43182,22
204,Under Siege 2: Dark Territory,Action,1995,114781,3512,2.71667,30
205,Unstrung Heroes,Comedy|Drama,1995,114798,52856,3.16667,9
206,Unzipped,Documentary,1995,114805,77350,3,2
207,"Walk in the Clouds, A",Drama|Romance,1995,114887,9560,3.42857,21
208,Waterworld,Action|Adventure|Sci-Fi,1995,114898,9804,2.91304,115
209,White Man's Burden,Drama,1995,114928,31611,3.16667,3
210,Wild Bill,Western,1995,114938,65796,3,4
211,"Browning Version, The",Drama,1994,109340,49805,3.5,2
212,Bushwhacked,Adventure|Comedy|Crime|Mystery,1995,112602,26258,3,3
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,1994,111579,50797,3.83333,6
214,Before the Rain (Pred dozhdot),Drama|War,1994,110882,19155,4,2
215,Before Sunrise,Drama|Romance,1995,112471,76,4.04167,24
216,Billy Madison,Comedy,1995,112508,11017,3.32653,49
217,"Babysitter, The",Drama|Thriller,1995,112438,37141,2.33333,6
218,Boys on the Side,Comedy|Drama,1995,112571,9382,3.42857,14
219,"Cure, The",Drama,1995,112757,6715,3,1
220,Castle Freak,Horror,1995,112643,18256,3,1
222,Circle of Friends,Drama|Romance,1995,112679,22625,3.75,16
223,Clerks,Comedy,1994,109445,2292,3.85577,104
224,Don Juan DeMarco,Comedy|Drama|Romance,1995,112883,1909,3.6125,40
225,Disclosure,Drama|Thriller,1994,109635,8984,3.53846,52
227,Drop Zone,Action|Thriller,1994,109676,4954,2.86364,22
228,Destiny Turns on the Radio,Comedy,1995,112854,62488,2.33333,3
229,Death and the Maiden,Drama|Thriller,1994,109579,10531,3.42857,7
230,Dolores Claiborne,Drama|Thriller,1995,109642,11929,3.39583,24
231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,1994,109686,8467,3.06015,133
232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,1994,111797,10451,3.89286,14
233,Exotica,Drama,1994,109759,20156,3.5,12
234,Exit to Eden,Comedy,1994,109758,18395,2.58824,17
235,Ed Wood,Comedy|Drama,1994,109707,522,3.67857,70
236,French Kiss,Action|Comedy|Romance,1995,113117,397,3.47778,45
237,Forget Paris,Comedy|Romance,1995,113097,10525,3.34091,22
238,Far From Home: The Adventures of Yellow Dog,Adventure|Children,1995,113028,27985,4,2
239,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995,113198,15789,3,17
240,Hideaway,Thriller,1995,113303,27303,2.375,4
241,Fluke,Children|Drama,1995,113089,21183,4,1
242,Farinelli: il castrato,Drama|Musical,1994,109771,10954,3.6,5
243,Gordy,Children|Comedy|Fantasy,1995,113199,47867,3,1
246,Hoop Dreams,Documentary,1994,110057,14275,4.2931,29
247,Heavenly Creatures,Crime|Drama,1994,110005,1024,3.92857,21
248,Houseguest,Comedy,1994,110066,17207,3.17647,17
249,Immortal Beloved,Drama|Romance,1994,110116,13701,3.72222,18
250,Heavyweights (Heavy Weights),Children|Comedy,1995,110006,14819,2.5,6
251,"Hunted, The",Action,1995,113360,32631,3,3
252,I.Q.,Comedy|Romance,1994,110099,11777,3.45349,43
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994,110148,628,3.45872,109
254,Jefferson in Paris,Drama,1995,113463,87729,3,1
255,"Jerky Boys, The",Comedy,1995,110189,18713,2.07143,7
256,Junior,Comedy|Sci-Fi,1994,110216,6280,2.82857,35
257,Just Cause,Mystery|Thriller,1995,113501,9061,3.5,14
258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1995,113538,37108,2.6,10
259,Kiss of Death,Crime|Drama|Thriller,1995,113552,6071,3.2,5
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977,76759,11,4.23108,251
261,Little Women,Drama,1994,110367,9587,3.88095,42
262,"Little Princess, A",Children|Drama,1995,113670,19101,3.90476,21
263,Ladybird Ladybird,Drama,1994,110296,49980,4,1
265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,1992,103994,18183,3.93939,33
266,Legends of the Fall,Drama|Romance|War|Western,1994,110322,4476,3.39706,68
267,Major Payne,Comedy,1995,110443,11008,2.94118,17
269,My Crazy Life (Mi vida loca),Drama,1993,107566,32325,3,2
270,Love Affair,Drama|Romance,1994,110391,43742,3.4,5
271,Losing Isaiah,Drama,1995,113691,28313,3.5,4
272,"Madness of King George, The",Comedy|Drama,1994,110428,11318,3.75806,31
273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,1994,109836,3036,2.94643,28
274,Man of the House,Comedy,1995,113755,40490,2.92857,7
275,Mixed Nuts,Comedy,1994,110538,24070,2,6
276,Milk Money,Comedy|Romance,1994,110516,8986,3.25,22
277,Miracle on 34th Street,Drama,1994,110527,10510,3.22368,38
278,Miami Rhapsody,Comedy,1995,113808,17402,1.5,2
279,My Family,Drama,1995,113896,38722,3,2
280,Murder in the First,Drama|Thriller,1995,113870,8438,4.07692,13
281,Nobody's Fool,Comedy|Drama|Romance,1994,110684,11593,3.78571,14
282,Nell,Drama,1994,110638,1945,3.3375,40
283,New Jersey Drive,Crime|Drama,1995,113967,39310,3.66667,3
284,New York Cop (NyÃƒÂ» YÃƒÂ´ku no koppu),Action|Crime,1993,117169,109560,4.5,1
285,Beyond Bedlam,Drama|Horror,1993,106402,56428,4,1
287,Nina Takes a Lover,Comedy|Romance,1994,110671,131957,3,1
288,Natural Born Killers,Action|Crime|Thriller,1994,110632,241,3.2337,92
289,Only You,Comedy|Romance,1994,110737,9058,3.5625,8
290,Once Were Warriors,Crime|Drama,1994,110729,527,4.03571,14
291,Poison Ivy II,Drama|Thriller,1996,114151,18220,2.33333,3
292,Outbreak,Action|Drama|Sci-Fi|Thriller,1995,114069,6950,3.42574,101
293,LÃƒÂ©on: The Professional (a.k.a. The Professional) (LÃƒÂ©on),Action|Crime|Drama|Thriller,1994,110413,101,4.0188,133
294,"Perez Family, The",Comedy|Romance,1995,114113,63020,3,2
295,"Pyromaniac's Love Story, A",Comedy|Romance,1995,114210,2307,3,1
296,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994,110912,680,4.19707,307
298,Pushing Hands (Tui shou),Drama,1992,105652,25296,2,1
299,Priest,Drama,1994,110889,40156,4,4
300,Quiz Show,Drama,1994,110932,11450,3.51852,81
301,Picture Bride (Bijo photo),Drama|Romance,1994,114129,30304,4,1
302,"Queen Margot (Reine Margot, La)",Drama|Romance,1994,110963,10452,3.2,5
303,"Quick and the Dead, The",Action|Thriller|Western,1995,114214,12106,2.95313,32
304,Roommates,Comedy|Drama,1995,114296,161495,3.66667,3
305,Ready to Wear (Pret-A-Porter),Comedy,1994,110907,3586,2.83333,9
306,Three Colors: Red (Trois couleurs: Rouge),Drama,1994,111495,110,4.21875,16
307,Three Colors: Blue (Trois couleurs: Bleu),Drama,1993,108394,108,3.89583,24
308,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,1994,111507,109,4.025,20
310,Rent-a-Kid,Comedy,1995,114268,36357,3,1
311,Relative Fear,Horror|Thriller,1994,110965,92769,3,1
312,Stuart Saves His Family,Comedy,1995,114571,28033,1.44444,9
313,"Swan Princess, The",Animation|Children,1994,111333,22586,3.33333,3
314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994,111112,14334,3.75,16
315,"Specialist, The",Action|Drama|Thriller,1994,111255,2636,3.07895,38
316,Stargate,Action|Adventure|Sci-Fi,1994,111282,2164,3.375,140
317,"Santa Clause, The",Comedy|Drama|Fantasy,1994,111070,11395,3.2037,81
318,"Shawshank Redemption, The",Crime|Drama,1994,111161,278,4.42902,317
319,Shallow Grave,Comedy|Drama|Thriller,1994,111149,9905,3.6,20
320,Suture,Film-Noir|Thriller,1993,108260,87078,3,1
321,Strawberry and Chocolate (Fresa y chocolate),Drama,1993,106966,12527,4,2
322,Swimming with Sharks,Comedy|Drama,1995,114594,20306,3.55,10
324,"Sum of Us, The",Comedy|Drama,1994,111309,36614,4,1
325,National Lampoon's Senior Trip,Comedy,1995,113936,27993,2.5,7
326,To Live (Huozhe),Drama,1994,110081,31439,4,3
327,Tank Girl,Action|Comedy|Sci-Fi,1995,114614,9067,2.82353,34
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1995,114608,9059,3.15,10
329,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994,111280,193,3.39352,108
330,Tales from the Hood,Action|Crime|Horror,1995,114609,25066,3,6
331,Tom & Viv,Drama,1994,111454,46797,3,2
332,Village of the Damned,Horror|Sci-Fi,1995,114852,12122,2.83333,12
333,Tommy Boy,Comedy,1995,114694,11381,3.78,50
334,Vanya on 42nd Street,Drama,1994,111590,32636,4.2,5
335,Underneath,Mystery|Thriller,1995,114788,36141,3.5,2
336,"Walking Dead, The",Drama|War,1995,114888,95963,3,1
337,What's Eating Gilbert Grape,Drama,1993,108550,1587,3.76623,77
338,Virtuosity,Action|Sci-Fi|Thriller,1995,114857,9271,2.84211,19
339,While You Were Sleeping,Comedy|Romance,1995,114924,2064,3.46939,98
340,"War, The",Adventure|Drama|War,1994,111667,19855,3.4,5
341,Double Happiness,Drama,1994,109655,60855,4,2
342,Muriel's Wedding,Comedy,1994,110598,236,3.27273,33
343,"Baby-Sitters Club, The",Children,1995,112435,48287,2.9,5
344,Ace Ventura: Pet Detective,Comedy,1994,109040,3049,3.04037,161
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994,109045,2759,3.59722,36
346,Backbeat,Drama|Musical,1993,106339,12635,3.5,6
347,Bitter Moon,Drama|Film-Noir|Romance,1992,104779,10497,3.5,6
348,Bullets Over Broadway,Comedy,1994,109348,11382,3.58333,30
349,Clear and Present Danger,Action|Crime|Drama|Thriller,1994,109444,9331,3.60455,110
350,"Client, The",Drama|Mystery|Thriller,1994,109446,10731,3.38596,57
351,"Corrina, Corrina",Comedy|Drama|Romance,1994,109484,10464,3.17647,17
352,Crooklyn,Comedy|Drama,1994,109504,34152,2.5,2
353,"Crow, The",Action|Crime|Fantasy|Thriller,1994,109506,9495,3.60938,64
354,Cobb,Drama,1994,109450,29973,3.33333,6
355,"Flintstones, The",Children|Comedy|Fantasy,1994,109813,888,2.35714,42
356,Forrest Gump,Comedy|Drama|Romance|War,1994,109830,13,4.16413,329
357,Four Weddings and a Funeral,Comedy|Romance,1994,109831,712,3.51942,103
358,Higher Learning,Drama,1995,113305,16295,2.66667,9
359,I Like It Like That,Comedy|Drama|Romance,1994,110091,48992,3,1
360,I Love Trouble,Action|Comedy,1994,110093,10879,2.6875,8
361,It Could Happen to You,Comedy|Drama|Romance,1994,110167,10660,3.05882,17
362,"Jungle Book, The",Adventure|Children|Romance,1994,110213,10714,3.52941,34
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,1993,107472,41647,4,2
364,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994,110357,8587,3.94186,172
365,Little Buddha,Drama,1993,107426,1689,3.25,4
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama|Horror|Mystery|Thriller,1994,111686,11596,2.91667,12
367,"Mask, The",Action|Comedy|Crime|Fantasy,1994,110475,854,3.18471,157
368,Maverick,Adventure|Comedy|Western,1994,110478,9359,3.5,74
369,Mrs. Parker and the Vicious Circle,Drama,1994,110588,23333,4,2
370,Naked Gun 33 1/3: The Final Insult,Action|Comedy,1994,110622,36593,3.06034,58
371,"Paper, The",Comedy|Drama,1994,110771,12280,3.30952,21
372,Reality Bites,Comedy|Drama|Romance,1994,110950,2788,2.7619,21
373,Red Rock West,Thriller,1992,105226,10427,3.63636,11
374,Richie Rich,Children|Comedy,1994,110989,11011,2.2,25
376,"River Wild, The",Action|Thriller,1994,110997,8987,3.25,40
377,Speed,Action|Romance|Thriller,1994,111257,1637,3.52924,171
378,Speechless,Comedy|Romance,1994,111256,15128,2.78571,7
379,Timecop,Action|Sci-Fi|Thriller,1994,111438,8831,2.5,21
380,True Lies,Action|Adventure|Comedy|Romance|Thriller,1994,111503,36955,3.49719,178
381,When a Man Loves a Woman,Drama|Romance,1994,111693,10449,3.81818,11
382,Wolf,Drama|Horror|Romance|Thriller,1994,111742,10395,3.15625,16
383,Wyatt Earp,Western,1994,111756,12160,3.09524,21
384,Bad Company,Action|Crime|Drama,1995,112443,40480,3.25,2
385,"Man of No Importance, A",Drama,1994,110455,52038,4,1
386,S.F.W.,Drama,1994,111048,29444,3,1
387,"Low Down Dirty Shame, A",Action|Comedy,1994,110399,26352,2.375,4
388,Boys Life,Drama,1995,112570,39953,3,2
389,"Colonel Chabert, Le",Drama|Romance|War,1994,109454,41580,4.5,2
390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,1965,59170,315,3.7,5
391,Jason's Lyric,Crime|Drama,1994,110186,22067,4.5,1
393,Street Fighter,Action|Adventure|Fantasy,1994,111301,11667,2.5,10
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy,1994,110027,8011,2.41667,12
406,Federal Hill,Drama,1994,109785,171857,3,1
407,In the Mouth of Madness,Horror|Thriller,1995,113409,2654,3.4375,8
408,8 Seconds,Drama,1994,109021,18069,3,2
409,Above the Rim,Crime|Drama,1994,109035,19092,2,1
410,Addams Family Values,Children|Comedy|Fantasy,1993,106220,2758,3.10119,84
412,"Age of Innocence, The",Drama,1993,106226,10436,3.5,15
413,Airheads,Comedy,1994,109068,13595,2.78846,26
414,"Air Up There, The",Comedy,1994,109067,46094,2.33333,6
415,Another Stakeout,Comedy|Thriller,1993,106292,9409,2.53125,16
416,Bad Girls,Western,1994,109198,11853,2.5,8
417,Barcelona,Comedy|Romance,1994,109219,16771,3.69231,13
418,Being Human,Drama,1993,106379,46924,3,2
419,"Beverly Hillbillies, The",Comedy,1993,106400,11041,2.675,20
420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,1994,109254,306,2.72034,59
421,Black Beauty,Adventure|Children|Drama,1994,109279,14522,3.20833,12
422,Blink,Thriller,1994,109297,26203,3.2,5
423,Blown Away,Action|Thriller,1994,109303,178,2.85,10
424,Blue Chips,Drama,1994,109305,19819,1.83333,3
425,Blue Sky,Drama|Romance,1994,109306,57834,3.75,2
426,Body Snatchers,Horror|Sci-Fi|Thriller,1993,106452,4722,3.14286,7
427,Boxing Helena,Drama|Mystery|Romance|Thriller,1993,106471,18215,2.54167,12
428,"Bronx Tale, A",Drama,1993,106489,1607,3.72222,18
429,Cabin Boy,Comedy,1994,109361,26391,2,6
430,Calendar Girl,Comedy|Drama,1993,106505,117553,3.75,2
431,Carlito's Way,Crime|Drama,1993,106519,6075,3.7381,42
432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,1994,109439,11310,2.64545,55
433,Clean Slate,Comedy,1994,109443,18658,2.75,8
434,Cliffhanger,Action|Adventure|Thriller,1993,106582,9350,3.03465,101
435,Coneheads,Comedy|Sci-Fi,1993,106598,9612,2.42063,63
436,Color of Night,Drama|Thriller,1994,109456,2124,2.57143,7
437,Cops and Robbersons,Comedy,1994,109480,26261,2.16667,9
